Timestamp,EDA_mean,EDA_std,EDA_entropy,ECG_HR_mean,ECG_HR_std,ECG_LF_power,ECG_HF_power,Resp_rate_mean,Resp_std,Resp_entropy,Temp_mean,Temp_std,Acc_x_mean,Acc_y_mean,Acc_z_mean,Acc_x_std,Acc_y_std,Acc_z_std,Label
2025-11-04 10:00:00,0.42472407130841755,0.014651354905174694,0.6689350630721645,71.63066511121059,3.2701633930462326,138.51828683623756,250.01774217478987,15.008860551804098,0.6921551881904088,0.5360188182914264,36.33513285922743,0.05417613851948793,-0.08175195342663821,0.18692276540944763,-0.8545301044426632,0.13485538806478073,0.058214045801413185,0.29030194742035775,0
2025-11-04 10:00:01,0.7704285838459497,0.057821916841133324,0.7785903390319586,63.74443211807348,3.757859876549063,131.2328948152499,101.00890865722471,16.849822902342822,1.7515606701760444,0.6752217721058273,36.75787636609394,0.03463900586260472,-0.39342821830143415,-0.9675131135810926,-0.43879837352416806,0.044550794878853966,0.12012384739827812,0.28396514068501966,0
2025-11-04 10:00:02,0.6391963650868431,0.058657160944909595,0.6770104842767468,74.6201350960345,4.2023467964363315,317.30164513862235,188.77123732557155,13.80104938042614,2.4862888612268716,1.3667703545060004,36.383860805063144,0.058727981593185534,0.8651097568386241,0.45755610890129494,-0.3001242928585719,0.1585939180123109,0.18898632586392033,0.10711470413972564,0
2025-11-04 10:00:03,0.559195090518222,0.06736869113483859,0.5887025337570556,69.07548931778506,1.8006009769792404,273.51607510192275,233.2678240074187,12.538206042994037,2.2677161931667453,0.7824787439770267,36.48637663462033,0.07751075221003866,-0.7627124685168394,-0.35293917502901695,0.5648516244255757,0.11116125316300272,0.2912474707437976,0.17554764152084085,0
2025-11-04 10:00:04,0.29361118426546196,0.07534822003503955,0.6206358711006008,67.38638489740481,1.669930329036279,182.24819996794176,203.99636256504476,15.660621003930459,0.6255650286599344,1.4504591705752956,36.50761652616272,0.1380588995476888,0.86749884600294,0.3301119780132622,0.9850292403239427,0.11869922806149932,0.22101302993290972,0.27378266342217383,0
2025-11-04 10:00:05,0.2935967122017216,0.09782668715162812,0.9607787680327258,75.24504612918444,1.418271361337601,123.82581069669598,97.00618365385404,13.819428254069603,0.6822545884197588,1.0816222929891937,35.9240980531407,0.0218873200216958,0.36773290367068645,0.11315685700430667,-0.5186589704856939,0.1901858810051551,0.2775550895572478,0.011793308565860035,0
2025-11-04 10:00:06,0.23485016730091968,0.05646703134710759,0.7063337184057925,66.4782815472862,3.545720998174547,125.69747487892916,138.84614217143485,10.740995680978946,1.5071832065815927,0.9366141897687661,36.495848676171725,0.04999631853641516,0.06314430537346238,-0.31453814914418565,0.7486146682741612,0.21842825284603867,0.23104149691111134,0.24509823539790163,0
2025-11-04 10:00:07,0.7197056874649612,0.03906608256471214,0.8642698610480755,62.957693518182204,3.8259029059476046,368.25726239923546,245.9479461213493,15.271132515725633,1.2382262351198583,1.0800888346694546,36.29308166778075,0.16371449165541851,-0.9346818784310083,-0.7308474657917845,0.6612455208635826,0.04207504367321665,0.18159792097879612,0.2850271703087865,0
2025-11-04 10:00:08,0.5606690070459254,0.08156675752918334,1.003417270854857,62.21685413238048,1.1263445793025681,157.56019741562287,188.55662853300416,13.197007721069117,1.0809608076401196,1.0166983852262677,36.35206315328007,0.037915165480916446,-0.04880761635598341,-0.8111622046790381,-0.5506852047164668,0.02032116693387815,0.06568677704953992,0.03648446295673154,0
2025-11-04 10:00:09,0.6248435466776274,0.03437490261358668,1.1903948286293653,73.0300497567282,4.744848984974759,197.01146863465624,51.307403385728186,13.864200076543758,1.202511247271784,1.258776253757325,36.93308960104064,0.0751025778392791,-0.18450378999453543,0.6630366662244471,-0.20133483960155485,0.2983557877788573,0.20333883904882877,0.056819828949547097,0
